Purchase Date,ProductID,CustomerCode,Order ID,Units Sold,Revenue,Cost of Goods Sold
13/11/2021,7,SHorton,1-78899-516-3,195,7362,1701
13/01/2021,8,RCuevas,1-55852-592-0,546,5754,1758
27/05/2022,7,TAguilar,1-103-85220-5,417,1746,4383
21/04/2023,6,JBautista,0-238-04497-1,999,9659,2448
8/04/2021,5,JTaylor,1-06-149445-4,310,8782,3741
30/10/2022,5,DRussell,0-8482-8286-8,323,2193,2552
5/02/2023,2,DHowell,1-75511-927-5,783,7759,4391
25/01/2023,10,JHudson,1-5032-5883-1,143,2113,2362
10/01/2022,10,KAvery,0-326-01322-9,733,7831,1247
3/12/2022,6,AWilliams,0-450-84733-0,664,1084,4786
30/03/2023,2,YDay,1-955203-71-7,569,9275,1736
9/12/2020,3,NMcbride,1-4469-7556-8,438,2597,4081
1/10/2020,5,ETaylor,1-997942-93-3,381,6266,800
23/05/2022,6,SFisher,1-06-875253-X,721,5401,7608
29/07/2023,10,NSimon,0-12-513880-6,829,7931,714
21/10/2022,9,MHenderson,0-618-67052-1,159,9900,7459
6/07/2021,10,AKing,1-190-07419-2,277,7551,7158
27/11/2020,6,ABeltran,1-918696-91-8,100,8440,4282
12/03/2020,8,MWalker,0-947188-34-7,374,3238,6303
2/10/2021,3,SParker,1-80170-223-3,910,2486,6402
27/06/2022,4,SFerguson,0-441-37794-7,417,3209,5070
5/03/2021,2,RBrooks,0-433-66762-1,142,1065,569
27/02/2022,3,BSmith,1-9839-7814-0,238,3910,5667
27/03/2023,6,TWarren,1-102-96766-1,719,8699,7929
19/04/2021,3,VHughes,1-877657-53-0,643,3254,7817
3/09/2022,6,ERios,0-7827-9212-X,155,8898,1284
11/07/2020,4,MHolt,1-01-924485-2,867,9823,5269
30/01/2021,3,NFisher,1-71905-232-8,881,4569,1106
15/11/2020,4,MBarnes,1-146-33155-X,664,1592,4309
4/05/2022,2,JMaxwell,1-83487-453-X,357,4682,5804
28/04/2022,4,LSmith,1-268-33191-0,305,8741,4505
21/02/2021,1,KJimenez,0-7720-1879-0,283,2272,4028
22/02/2023,5,AWright,0-9511101-8-7,547,2965,748
7/07/2022,3,RCobb,1-85003-288-2,644,6737,7245
10/07/2020,1,AThompson,0-8466-0122-2,517,4726,1927
1/12/2021,1,DGomez,0-312-58788-0,985,5394,4644
1/03/2021,6,BPena,1-07-693431-5,424,4170,2842
4/12/2020,2,NAdkins,1-66475-549-7,253,7679,5298
30/04/2023,6,DFields,1-4837-4440-X,132,9964,4912
18/08/2022,4,ELyons,0-7932-5299-7,999,5793,3732
8/08/2020,3,JMckenzie,0-629-03562-8,260,7769,3426
16/02/2021,10,DWalker,1-9796-4660-0,892,7664,3069
19/01/2023,10,AGrant,1-62979-107-5,720,7559,7792
29/08/2022,3,TMccall,1-79137-745-9,769,5233,6454
2/03/2021,3,RThompson,0-17-321602-1,661,7872,7844
4/09/2020,8,RGarcia,0-554-45012-7,270,5583,1201
18/04/2022,8,SJohnson,0-603-51789-7,705,5863,7101
21/01/2021,2,CWright,1-00-878004-9,936,4568,5521
6/02/2023,9,RJohnson,0-9929393-6-4,620,8056,1723
9/09/2022,8,ERobertson,0-686-13607-1,411,6077,5179
3/05/2020,3,MDunn,1-08-076344-9,724,8019,5717
20/07/2022,3,MBernard,0-521-18752-4,972,3153,5245
20/03/2021,7,CJohnson,1-9870-9914-1,218,2464,6423
16/07/2021,2,JWalters,1-81011-175-7,877,3404,4498
31/03/2020,2,SBrown,1-7374222-1-2,381,1042,3653
17/09/2021,8,DJackson,0-427-72053-2,881,4234,1554
13/03/2022,4,SCooke,0-511-24727-3,792,5511,880
8/07/2020,5,TRoss,0-421-75121-5,935,6318,3052
5/12/2020,8,JAllen,0-7551-4717-0,758,2835,4608
29/06/2022,3,MThomasHensley,1-4024-7898-4,586,9537,7400
7/03/2021,3,JJones,0-00-008362-3,445,6136,7677
22/12/2021,9,JWalker,1-69627-725-6,800,4793,6198
30/10/2021,7,RNichols,0-463-92453-3,477,5256,5879
6/09/2022,4,AJohnston,0-07-996164-9,428,6638,5980
4/04/2022,3,RDeleon,0-623-81207-X,522,6308,3165
7/04/2022,6,JBarton,0-445-75332-3,649,2478,4867
2/04/2021,9,RCisneros,1-07-657094-1,672,2646,1499
25/05/2023,5,TDavidson,1-292-51091-9,344,9956,4988
27/10/2020,10,JClay,1-243-26157-9,125,8225,722
23/07/2021,4,DEdwards,0-295-54935-1,376,3768,5953
23/09/2020,4,CThompson,0-562-74445-2,697,2891,2005
5/02/2021,5,LRivera,1-331-96060-6,242,6896,6776
13/08/2020,10,SAustin,1-5282-9434-3,332,5486,5807
19/10/2021,7,HNavarro,1-288-11875-9,565,5714,5246
28/04/2023,9,LCarpenter,1-62473-457-X,667,3780,6650
12/09/2020,8,AJohnson,0-499-50136-5,842,5065,3765
27/02/2022,5,CSharp,1-883348-26-9,798,6691,5304
22/03/2023,5,MDavidRyanMD,1-181-57446-3,962,6774,2716
31/01/2021,4,MMartinez,0-8270-5641-9,418,3701,6112
15/07/2023,2,RSmith,1-7395090-1-3,232,5950,1945
30/08/2020,10,DMcconnell,1-4235-3922-2,193,1144,4638
3/06/2023,3,ETerry,1-290-58738-8,661,4253,1064
29/04/2021,10,CGentry,1-148-72646-2,437,1312,3307
11/09/2020,7,MRobbins,1-00-362857-5,768,5742,1072
28/12/2022,1,AJohnson,0-7313-8694-9,970,7963,5965
24/12/2021,3,AEdwards,1-74945-365-7,645,9277,4088
1/12/2020,9,JStewart,0-14-779307-6,804,4498,5629
12/08/2021,7,JMullen,0-905703-00-6,272,2007,1074
19/02/2020,5,ABaker,1-63435-400-1,843,9133,1861
3/06/2020,7,APeters,1-76937-646-1,290,8465,7433
25/04/2021,2,STorres,0-18-751167-5,132,1123,2655
9/01/2023,6,BMaddox,1-04-628713-3,260,9951,6848
3/09/2021,8,MRobinson,0-277-75829-7,825,7682,7739
5/03/2022,10,CGould,1-64232-722-0,146,9633,4187
27/06/2021,7,CEdwards,0-9896961-8-9,426,9075,7221
27/07/2020,4,EBond,1-69952-888-8,487,2168,1163
29/12/2021,10,ECortez,1-988634-30-X,750,3468,6626
19/03/2021,5,ESmith,1-82696-991-8,569,8073,3878
16/11/2020,7,NHerman,0-325-22301-7,967,7548,3441
27/05/2021,6,DRamirez,0-8447-9181-4,212,3038,7767
20/04/2021,9,SRubio,0-7070-9434-8,248,7618,3709
13/04/2021,4,MThornton,0-13-986933-6,287,6591,5678
14/02/2020,7,JZamora,1-357-14798-8,588,3162,2469
22/03/2023,8,MGray,1-68400-727-5,963,8273,3974
3/02/2020,10,KSmith,1-204-35957-1,511,4784,3367
25/12/2022,4,MFisher,0-11-301471-6,184,4150,7959
15/02/2023,7,JRussell,0-8048-4680-4,957,1614,7641
11/06/2020,7,LDaniels,1-198-07482-5,887,7197,6320
5/12/2020,4,JParsons,0-02-042236-9,364,6622,973
25/08/2022,10,TPena,0-457-75810-4,375,4965,3506
12/08/2021,6,SGreene,0-7269-5122-6,544,9340,2266
31/01/2023,2,CBond,0-01-368304-7,729,4277,4450
1/04/2023,1,LStevens,1-235-71260-5,603,4606,779
2/12/2022,2,RRichardson,0-7239-2021-4,101,2094,2341
23/06/2022,1,MNovak,0-943130-20-4,562,9857,3977
3/02/2021,5,CBauer,1-08-891163-3,313,3502,6566
11/11/2021,2,MJones,1-916108-39-3,109,1301,2033
18/05/2022,9,TSanchez,1-265-44683-0,132,1214,4429
10/05/2022,10,CPrince,1-70906-253-3,588,8535,6045
7/03/2020,10,GPalmer,1-9742-5893-9,939,1895,6212
6/06/2023,7,KFerguson,0-442-88590-3,740,1339,828
24/04/2020,3,CPoole,0-88385-025-7,460,7370,7735
26/07/2021,6,GAllen,0-14-090467-0,239,9926,3213
13/11/2022,8,LLogan,0-556-35896-1,461,5692,1633
15/06/2023,1,JMoore,1-65294-108-8,313,4770,591
30/03/2020,1,RHanna,1-4409-5832-7,825,5951,6865
15/08/2020,8,MSimmons,0-6487700-5-2,632,6431,5613
22/01/2022,5,TDiaz,0-498-06120-5,974,2137,633
21/09/2020,7,JDixon,1-872179-68-1,541,6828,2910
28/01/2022,3,CSnow,1-67835-897-5,742,6755,7945
7/11/2021,2,TCrawford,1-01-565286-7,333,8235,5193
28/12/2021,8,SGreen,0-01-830749-3,808,6294,3689
19/04/2021,2,CDaniels,0-18-830576-9,237,3254,4762
24/05/2022,4,CHernandez,0-8108-6704-4,612,2128,853
5/03/2020,9,SLee,0-388-52114-7,661,6904,5434
19/10/2021,7,JThompson,0-17-490324-3,188,9033,5251
12/01/2020,2,JAnderson,1-301-38751-7,341,2071,560
17/10/2022,2,GLawson,1-871744-26-1,395,8757,563
21/03/2023,2,TMcguire,1-242-58050-6,332,8433,3198
9/04/2021,10,SBall,1-115-21196-X,630,5191,4040
20/12/2021,5,LArmstrong,1-163-18277-X,267,8260,4308
21/05/2021,5,JBradley,0-88454-604-7,905,7242,2924
18/07/2021,8,KBrown,0-9592531-5-7,519,2434,5847
30/05/2023,9,VRoberts,1-65535-109-5,943,9892,1018
21/04/2021,4,AValencia,1-04-066652-3,450,6308,6624
27/06/2022,3,JBrandt,0-226-75302-6,422,3864,7711
16/12/2021,3,MFerguson,1-05-547107-3,681,8025,2063
1/07/2020,3,BMccoy,0-333-18018-6,875,3104,2102
20/09/2021,2,MBlackburn,0-09-549196-1,494,4629,907
26/10/2021,2,DCaldwell,1-4753-8028-3,346,8785,6677
2/07/2020,5,JHollandDDS,1-331-95762-1,977,6980,5880
23/10/2022,9,SVelez,0-04-892303-6,623,8303,4993
7/04/2021,10,GVargas,0-588-41643-6,671,4467,5597
24/06/2023,9,HCabrera,0-206-11746-9,592,9822,833
3/01/2023,9,KHughes,0-577-88955-9,548,1281,5665
28/09/2020,5,JSchroeder,1-320-96286-6,874,2125,4248
3/01/2023,7,SGibson,0-933371-06-3,406,8921,993
7/09/2021,1,HLewis,1-214-57164-6,177,7833,3705
27/01/2023,10,SGriffin,0-02-977346-6,616,6663,7223
21/03/2023,10,ECampbell,0-205-53479-1,732,6200,3414
8/06/2020,8,MNancyGordon,1-61885-351-1,312,2042,4226
29/05/2021,8,TCarter,1-5230-5078-0,805,6831,5465
15/07/2023,9,MBrianPeterson,1-4788-0584-6,361,2416,2477
14/01/2021,2,JWeber,1-161-37743-3,274,5323,1131
4/12/2020,7,TJones,1-67594-479-2,995,7010,3224
5/10/2022,6,SJordan,1-56634-117-5,650,2560,2088
29/09/2020,1,JMiller,0-505-16061-7,509,7367,2556
3/03/2020,7,JAguilar,0-699-95536-X,186,9383,6815
14/02/2022,4,CDickerson,0-634-46857-X,814,7786,4317
21/07/2022,1,GReynolds,1-191-44601-8,273,1396,1276
21/06/2023,6,JReid,0-566-44941-2,989,5774,3723
14/03/2021,8,LBarrera,1-199-46593-3,521,5527,4212
29/04/2020,4,HSherman,0-393-06368-2,809,1658,1801
25/12/2020,10,MCarpenter,0-02-214379-3,949,4773,728
16/05/2020,5,EPowers,0-89028-909-3,478,5618,772
4/01/2022,7,EWilson,0-643-56333-4,821,7488,5978
24/12/2020,3,CSmith,1-5348-8741-5,992,6083,4050
27/11/2020,9,VHo,0-337-98604-5,206,6678,4664
18/04/2022,8,TCook,0-17-924576-7,899,4833,4806
11/07/2023,2,JStewart,1-83072-320-0,564,8569,3643
15/11/2021,5,PValencia,0-10-217622-1,480,3104,6515
14/05/2021,3,POchoa,0-302-67436-5,976,4597,7813
7/07/2023,4,DKhan,0-11-286525-9,727,2777,3748
7/03/2022,9,AMann,1-166-19802-2,851,7385,5117
9/09/2021,3,JFrazier,0-223-50258-8,850,4472,7386
21/09/2022,2,ERodriguez,1-873966-00-8,739,1526,2100
14/06/2021,2,BNguyen,0-07-417198-4,112,6964,4540
25/01/2020,9,KCruz,0-08-564386-6,809,8856,1033
1/04/2021,5,MStewart,0-335-28508-2,528,6118,3824
19/06/2023,9,AJones,0-89316-260-4,683,1910,6105
3/05/2023,7,SLong,0-484-53521-8,843,7145,7628
9/01/2022,8,EMiller,0-295-09533-4,770,5679,6319
21/06/2023,2,VLittle,1-82603-228-2,884,7719,3478
28/06/2022,7,GJohnson,1-296-10840-6,717,3252,3212
4/02/2021,6,JPatel,0-85860-664-X,279,9545,3841
3/04/2020,8,MPeterson,0-542-31607-2,633,5736,4156
19/06/2021,3,MScott,1-871204-07-0,415,4088,4149
2/05/2023,10,ESanders,0-09-355799-X,393,7816,2582
9/03/2021,6,JFord,0-01-187042-7,545,9899,3543
11/01/2020,8,EThompson,1-251-71915-5,363,5614,1012
15/03/2020,6,KLevine,1-990302-11-4,556,3132,4948
12/09/2021,10,SYoungMD,0-7720-3603-9,751,2121,6588
19/01/2023,3,SVaughn,0-678-52039-9,289,2847,5328
24/11/2021,9,JMiller,1-325-64099-9,496,8120,3712
2/08/2022,6,JOdom,0-907972-79-9,567,3423,2645
7/07/2020,6,CBanks,1-946500-62-3,773,5842,636
2/08/2021,3,APerry,1-56776-859-8,103,5405,7236
29/08/2020,10,MManning,1-223-06432-8,368,3345,2580
12/02/2021,6,CCrawford,1-241-66523-0,761,5187,6348
29/05/2023,5,RMartinez,0-540-42629-6,503,1603,6175
28/10/2022,7,ABryant,1-100-43818-1,666,4347,6614
8/08/2020,10,JGraham,1-08-653270-8,869,9842,6321
19/08/2022,6,JMontgomery,0-00-570921-0,418,7787,5397
15/03/2023,2,GTorres,0-8397-2779-8,505,5099,5821
28/12/2022,3,JGates,1-06-525889-5,357,4211,3581
21/08/2021,3,AYork,1-883376-90-4,670,3884,6076
9/07/2022,10,DHarrison,0-943479-66-5,676,8861,4467
27/03/2023,3,SWatson,1-65125-541-5,661,8457,6440
7/05/2021,9,AWhite,1-9875-0417-8,329,3106,3472
1/12/2022,10,GDougherty,1-936217-02-3,476,1440,7092
12/01/2020,9,DBrown,1-9867-8623-4,261,5430,5274
8/06/2021,6,SSchmitt,1-75822-255-7,180,1750,4546
18/01/2020,5,LSims,1-09-233202-2,713,7985,6899
23/04/2022,7,CRoss,1-4175-3559-8,267,1938,2115
19/02/2020,9,EDavis,1-65159-541-0,149,6091,4429
22/06/2023,3,MClark,0-89913-928-0,666,1832,5617
22/12/2022,9,TBell,0-13-617281-4,296,2116,4487
5/05/2023,2,ARobinson,1-68354-125-1,839,8097,839
4/07/2023,1,MCourtneyBrown,0-88523-261-5,646,9009,3645
4/02/2021,3,CJames,1-7395766-5-9,426,8059,6195
23/07/2020,4,RBerg,1-917536-01-1,231,2438,7586
27/02/2022,5,PReynolds,1-00-273535-1,576,3481,3949
5/11/2022,5,DCruz,0-16-561131-6,239,3388,7424
13/02/2020,1,NBanks,1-78302-714-2,299,8924,2424
2/07/2022,5,JNelson,0-8225-5767-3,956,2923,1382
2/05/2020,4,COliver,1-57398-143-5,248,5622,1418
30/05/2021,7,TCobb,1-179-31908-7,175,1626,2456
6/02/2021,1,HParker,1-77158-632-X,603,1111,2702
11/08/2022,5,RHarris,0-270-75082-7,160,6106,3621
2/09/2022,1,LOwens,0-590-21101-3,641,9743,4609
4/10/2021,2,LWilliams,1-909615-27-7,832,1431,3210
6/02/2021,5,JHarvey,0-7453-5884-5,235,2183,5625
14/11/2021,5,LHernandez,0-85653-893-0,554,9867,7820
20/12/2020,5,JBailey,1-215-38857-8,433,3216,3131
20/09/2021,7,MCindyRyan,0-406-13228-3,789,1970,1517
22/04/2023,4,DBryant,0-471-09699-7,477,8166,3324
3/07/2022,2,CAnderson,1-74743-136-2,428,6631,2878
13/01/2023,3,JBall,1-01-246602-7,100,7163,3032
9/06/2022,7,BSalinas,1-5327-6794-3,122,4306,3113
1/04/2021,8,GRamirez,0-8476-4948-2,151,9007,5963
24/05/2022,2,JBerry,0-7677-7722-0,994,6222,750
21/04/2020,8,CGonzalez,1-06-593360-6,729,5629,2937
23/02/2021,5,JGarcia,1-65021-943-1,612,7265,1065
10/04/2020,1,SBrown,0-503-00088-4,728,8124,5935
10/08/2022,4,JSolomon,1-370-70071-7,251,4726,6521
4/04/2020,4,SMorris,1-61978-246-4,562,7115,4865
17/07/2023,10,CBlake,1-213-66269-9,295,5151,7319
3/05/2022,10,AScott,1-66135-141-7,164,7678,6353
2/05/2022,9,AWebster,0-89102-472-7,687,4854,4759
17/03/2020,6,JMullins,0-340-15338-5,920,8318,7963
7/10/2020,8,JPreston,0-12-853002-2,671,3008,1640
6/02/2023,9,CSmith,1-322-91748-5,626,7197,1424
16/05/2020,5,MJones,0-9612250-7-6,868,2235,1056
20/04/2021,3,TWilliamsPhD,0-86502-215-1,758,5762,998
21/07/2021,1,ELopez,1-274-25299-7,248,6829,4635
27/02/2021,6,KJohnson,1-7392102-1-2,828,4346,6109
3/06/2023,8,HStuart,1-58322-083-6,860,2150,1700
10/07/2023,1,HGonzalez,0-87925-500-5,183,1247,1166
4/09/2021,9,LDonaldson,0-410-70769-4,785,9439,1953
28/05/2020,10,DSherryCook,1-79523-393-1,927,1431,5669
12/01/2021,1,RDavis,0-9674109-4-0,722,3675,3638
14/01/2020,2,KRobinson,0-85914-833-5,652,8022,3547
31/07/2021,10,NKramer,1-78483-870-5,325,2054,7740
13/05/2022,1,JJimenez,0-8320-9190-1,657,2528,773
23/06/2020,10,IGarcia,1-00-299538-8,557,3281,3036
21/05/2023,10,EWilliams,1-9800-8684-2,865,9751,2672
25/06/2021,8,MGriffin,0-336-75477-9,576,2270,2008
24/05/2022,5,BReed,1-194-28599-6,233,6648,3671
8/04/2020,10,KFisher,1-00-869222-0,259,5124,3937
5/02/2020,6,JCox,0-7944-1749-3,472,3592,7622
22/02/2022,8,BHuff,1-181-77751-8,816,5787,3893
8/10/2020,6,MWalker,0-555-02865-8,967,3340,2744
5/08/2022,4,CBallard,1-75879-640-5,256,7554,6713
7/11/2021,7,ERoss,1-59746-245-4,630,6932,2935
23/11/2022,5,KHall,1-232-38929-3,160,9348,7513
24/08/2022,3,LSantana,0-85115-338-0,633,1479,2930
24/05/2020,6,PMiller,0-14-360649-2,103,3962,6050
6/01/2021,3,JNichols,1-09-412010-3,511,5675,1853
20/04/2023,8,AMartin,1-4830-0981-5,736,3262,5628
18/08/2021,4,JLin,0-354-38422-8,137,9833,4746
27/03/2022,2,JShepard,0-9981761-8-4,164,3384,1459
14/01/2020,5,CWhite,1-4864-2931-9,956,6843,1023
19/05/2022,2,DBrandonGalvanDDS,1-66513-962-5,493,1184,1983
8/06/2022,3,DSilva,0-10-846636-1,932,6845,1565
7/12/2020,9,BWells,0-367-50894-X,575,1879,7964
15/07/2022,1,RKeller,1-259-20737-4,305,7866,3509
28/02/2022,9,WBrown,0-573-64247-8,931,1963,6270
8/03/2021,2,WScott,1-387-21670-8,562,7773,5895
18/10/2020,1,DFisher,1-77684-129-8,582,2651,7918
17/05/2023,1,MMiller,0-7067-6599-0,713,6109,2028
29/06/2022,4,ARowe,1-61945-545-5,326,9724,1282
5/11/2022,9,KGriffin,1-61255-422-9,904,7816,3513
28/06/2020,2,KLarsen,0-86208-251-X,760,1484,4035
8/04/2023,9,JKim,0-319-90514-4,777,3066,7844
6/03/2022,4,RGutierrez,0-901291-50-1,932,2088,5357
5/10/2020,9,DAyala,1-62734-531-0,187,8554,7640
30/05/2023,7,MMontoya,0-942636-26-0,795,4960,4668
5/10/2021,5,MMassey,0-02-472807-1,854,6729,5414
5/08/2020,3,JBarber,1-342-72345-7,490,7161,2809
7/08/2020,1,SBrennan,1-68853-075-4,858,1402,6990
7/06/2020,6,SBarber,0-7315-7884-8,695,7887,4901
8/07/2022,1,MGarrett,0-15-604299-1,976,3140,6405
11/02/2020,5,VBuchanan,0-595-74251-3,738,8159,3489
15/11/2020,6,AJackson,0-937214-02-7,448,2622,5310
5/11/2020,2,MChristian,1-61605-289-9,692,1502,2558
5/08/2022,3,SGonzalez,0-911950-36-2,363,9407,7006
17/06/2020,9,TByrd,0-607-63557-6,156,7235,5261
30/12/2021,7,MTonyaTran,0-600-81508-0,188,6849,1888
28/09/2022,1,RBecker,0-463-42430-1,781,3659,2545
24/05/2022,4,TMurphy,0-665-74725-X,524,4713,1878
22/10/2020,2,ACampbell,0-14-358723-4,201,8255,1705
17/03/2021,4,BBruce,0-7475-1051-2,134,7378,7527
20/06/2022,10,CWiggins,0-7488-9317-2,938,2553,5134
8/11/2022,9,DRoss,0-522-71249-5,631,1789,5464
15/05/2020,10,RAnderson,0-260-44127-9,651,8216,7770
17/08/2021,1,WGomez,0-290-84946-2,874,5527,5269
31/05/2023,3,SThompson,1-57635-173-4,785,1116,616
27/06/2022,9,TPonce,0-378-44369-0,270,2187,3858
5/08/2021,4,MWright,0-356-48750-4,952,5395,5850
17/09/2021,8,BOrtiz,1-4779-4164-9,370,6858,6730
22/02/2023,6,RJohnson,1-56185-108-6,861,1970,2584
25/02/2023,8,AMooney,1-68074-558-1,612,3938,1597
19/06/2020,2,SMiller,0-327-13546-8,384,5841,6560
14/10/2020,4,MDay,1-05-151402-9,447,3687,7707
5/09/2022,9,MMichaelMalone,1-81448-959-2,116,7943,2073
23/07/2020,3,SOlson,0-88062-620-8,674,5882,5827
26/06/2020,2,EPhillips,0-516-92351-X,511,4311,3453
6/01/2023,5,MPage,0-696-73770-1,285,9304,813
24/04/2022,7,BLarson,1-9838-9878-3,547,5199,7089
9/10/2020,8,VHerman,1-00-968572-4,722,5613,3041
17/01/2022,6,DRichard,0-213-34405-X,331,6362,7111
1/10/2021,2,MAnderson,1-4839-9986-6,515,3470,639
26/05/2020,3,SLandry,0-494-58631-1,403,4250,1398
13/06/2020,4,CRichardson,1-58513-884-3,678,7119,6262
25/06/2023,3,BMurphy,1-56622-122-6,976,4216,777
18/07/2020,8,MHubbard,0-927279-48-7,188,7129,673
29/09/2020,6,CRitter,1-03-785657-0,461,5044,3019
20/07/2022,10,JRodriguez,1-85319-387-9,220,5216,5242
18/04/2020,8,JFernandez,1-265-34801-4,658,2025,2189
15/11/2020,9,ACowan,1-02-730234-3,952,5353,7264
24/04/2022,4,RGreene,0-226-53345-X,511,5628,7732
11/02/2020,3,SWilson,0-608-62944-8,357,5816,5342
22/12/2022,9,BHobbs,0-615-49259-2,885,3484,2656
11/06/2021,7,KEwingMD,0-18-997119-3,292,4147,6396
19/08/2020,7,MWalker,1-5132-1437-3,635,7594,4651
13/05/2020,2,JPatrick,1-240-85337-8,171,4571,6172
19/05/2022,7,DFowler,1-270-21615-5,256,1137,6740
29/11/2021,2,JDixon,1-74224-237-5,772,4521,2215
4/10/2021,1,KJohnson,1-65072-488-8,931,8512,1689
22/06/2022,8,BJohnson,1-200-23320-4,478,8461,6800
4/06/2020,3,RThomas,0-05-570004-7,842,6758,2946
13/02/2021,3,PNelson,1-9748-4042-5,749,5125,1744
3/04/2021,5,MPatrickRoberts,1-66061-873-8,848,5168,3713
21/01/2021,7,CAnderson,0-00-688960-3,591,7594,4085
26/04/2022,2,JCarter,1-297-12804-4,403,6229,3099
9/12/2021,8,SBecker,0-529-58095-0,346,8623,6124
25/03/2020,4,MMatthews,1-383-69445-1,143,8820,5114
15/03/2021,6,RReyes,1-5119-0552-2,922,6479,4181
1/11/2020,7,SJohnson,1-76382-868-9,430,5952,811
24/03/2023,5,CYoung,1-380-30515-2,703,3998,5358
21/02/2022,9,JAndrade,1-366-12376-X,333,2044,2416
3/03/2020,7,ALee,0-352-24098-9,932,9347,3724
19/05/2020,8,KParker,0-8065-6555-1,115,4508,3578
22/08/2020,8,KGray,1-63080-826-1,372,9305,1621
10/12/2021,7,CJohnson,0-901590-84-3,948,6934,2086
15/04/2023,6,RMay,0-608-43353-5,644,9198,3866
18/06/2023,1,ADelgado,0-504-78268-1,661,8459,7509
20/02/2021,8,SThomas,1-79239-877-8,412,8642,2420
2/12/2021,5,MCurtis,1-293-82900-5,375,5673,5346
7/12/2021,10,ACook,0-342-02509-0,999,1905,3532
30/08/2021,1,MStewart,1-922646-12-1,601,6003,1385
18/07/2021,8,SStephenson,1-63835-863-X,220,1754,7842
14/10/2022,6,MNichols,0-293-37158-X,614,6962,6513
27/07/2021,5,RHuerta,0-11-347665-5,371,7696,1819
27/01/2022,5,SKim,0-250-09638-2,346,6699,1089
14/02/2022,8,JWilson,1-62605-686-2,276,8333,5583
2/05/2022,10,MSchroeder,1-03-897777-0,285,8260,4665
1/05/2021,1,KPrice,1-4759-8758-7,603,4029,7590
12/08/2022,3,BLoveDDS,0-05-920636-5,419,5536,6554
19/08/2021,10,JCarter,0-7033-2280-X,932,4954,7076
15/12/2022,8,JMatthews,1-70114-274-0,275,4625,1306
4/10/2022,3,RRodriguez,0-12-955433-2,995,9832,7350
5/12/2022,1,BPowers,0-18-878440-3,503,9337,5791
22/04/2023,10,SSmith,0-19-420016-7,306,3717,867
6/11/2022,9,MMoran,0-7140-4873-9,998,9267,7797
15/09/2021,4,JPrice,1-965319-42-4,553,1802,803
25/09/2020,8,HStark,1-872395-75-9,131,1716,7688
17/04/2021,1,CRandall,0-8260-5666-0,878,8260,3171
10/10/2022,10,JTucker,0-01-276134-6,544,2148,6695
24/03/2022,9,DLawrenceLambertMD,0-15-922468-3,660,9400,6036
30/09/2022,9,HAlvarez,0-263-43325-0,268,8025,3913
11/08/2021,7,SHanson,1-952932-90-4,232,5486,3348
11/03/2023,10,AReynolds,1-81686-301-7,435,3913,3936
4/08/2022,4,PAllison,1-07-526560-6,898,7568,2337
4/05/2021,2,SSchultz,0-415-26356-5,868,3047,5757
2/03/2021,9,JGeorge,1-05-168054-9,944,1733,3995
7/11/2022,10,RHernandez,1-4167-1226-7,622,7573,2137
27/11/2020,1,CKnight,1-00-938154-7,565,8067,7665
18/03/2022,1,HGarcia,0-420-90744-0,861,1339,4703
29/05/2020,4,JPadilla,1-4178-7281-0,207,9791,2556
28/09/2021,5,MRodriguez,1-59647-541-2,664,3524,628
3/06/2021,9,SWoods,0-03-156043-1,369,8299,3021
20/08/2021,3,ARodriguez,0-7654-7463-8,713,3770,7243
29/04/2021,2,MWhite,1-258-85816-9,330,3598,4307
6/06/2023,5,EColeman,0-13-910082-2,503,1968,1091
5/01/2020,6,LBaker,0-265-46954-6,143,4272,1023
8/01/2023,7,DThompson,1-4802-7307-4,216,5052,5905
11/06/2022,7,RWallace,0-7558-0795-2,235,8500,2310
23/04/2021,7,WCochran,1-56641-533-0,646,5255,6627
26/05/2020,5,TLawrence,1-60475-044-8,529,2365,971
11/11/2020,3,ATapia,1-891521-05-5,902,3785,629
21/04/2022,1,MBlack,0-8292-5364-5,789,6365,2923
9/03/2020,4,MBooth,1-57286-452-4,294,5047,1738
1/06/2021,10,JRomero,0-234-72778-0,587,7407,5075
25/07/2022,2,KMitchell,0-8457-1126-1,103,3090,5284
9/09/2022,4,DMccullough,0-09-414650-0,749,7084,773
14/12/2021,5,OFrazier,0-566-45991-4,779,8342,913
22/03/2022,9,RShepherd,0-08-805730-5,768,5654,4297
28/05/2022,5,TGonzalez,0-639-60181-2,287,5656,2768
14/09/2022,6,DKemp,1-878169-69-6,584,8829,3474
22/03/2020,7,MChelseaMoran,0-05-988943-8,971,4770,2029
26/06/2020,4,MWilliams,1-958075-06-X,455,6074,5204
17/10/2021,3,MWilliams,1-344-81789-0,986,1452,3321
30/06/2023,2,THaley,1-917370-26-1,388,9349,5336
27/05/2020,6,JBooth,0-7217-9014-3,208,5586,3717
9/11/2022,7,RBarnes,1-59462-633-2,645,5863,1522
16/07/2022,9,MJessicaVillaDVM,1-75777-050-X,696,9415,2974
7/01/2021,5,ESmith,0-419-67650-3,854,4472,2698
24/05/2021,10,CCole,1-60325-117-0,423,2472,4594
11/05/2021,9,TMcconnell,0-8183-9095-6,488,3553,7243
23/02/2023,6,STucker,1-5383-3928-5,704,1179,3423
20/04/2022,2,VBell,1-903112-05-2,122,7049,7059
